Age,,o,_,Age,,o,_
17,119683.4,896754.4,1311.775,72,89.40384,474.8196,26.72766
18,105632.9,791074.3,1211.081,73,76.41030,397.1251,23.98979
19,93225.19,697804.0,1115.053,74,65.11537,330.8173,21.44749
20,82271.48,615491.1,1026.651,75,55.32318,274.3945,19.10311
21,72602.50,542850.9,946.1902,76,46.85570,226.5306,16.95367
22,64066.54,478749.3,871.6278,77,39.54788,186.0607,14.98787
23,56532.36,422185.2,803.9132,78,33.25235,151.9663,13.19279
24,49883.11,372273.5,743.0071,79,27.83600,123.3609,11.55237
25,44015.43,328232.6,688.7227,80,23.18244,99.47463,10.05179
26,38837.11,289372.6,639.9196,81,19.19391,79.63808,8.681686
27,34267.96,255084.5,596.8072,82,15.78846,63.26597,7.437349
28,30235.08,224830.9,557.3974,83,12.89619,49.84417,6.316764
29,26675.68,198138.3,521.4129,84,10.45747,38.91924,5.320135
30,23533.81,174588.9,488.0738,85,8.415326,30.09255,4.443109
31,20760.46,153813.9,457.0241,86,6.712626,23.01922,3.674089
32,18312.57,135487.8,428.1833,87,5.299623,17.40447,3.002234
33,16152.28,119323.1,401.6365,88,4.137481,12.99490,2.422154
34,14245.62,105065.8,376.9262,89,3.191245,9.571771,1.927771
35,12563.21,92492.01,354.2631,90,2.429093,6.947664,1.512001
36,11078.42,81403.68,333.1372,91,1.821057,4.964215,1.165781
37,9768.169,71626.30,313.4983,92,1.341813,3.488954,.8812712
38,8612.131,63005.67,295.3826,93,.9709906,2.410786,.6527669
39,7592.083,55405.68,278.5326,94,.6900136,1.636896,.4739433
40,6692.192,48706.19,262.9743,95,.4816010,1.091319,.3375469
41,5898.379,42801.09,248.6355,96,.3296808,.7137575,.2354648
42,5198.097,37596.75,235.3266,97,.2210006,.4576384,.1605923
43,4580.301,33010.62,222.8992,98,.1450750,.2874858,.1071268
44,4035.263,28969.89,211.2377,99,.09332898,.1767423,.06999900
45,3554.263,25410.39,200.0910,100,.05873099,.1061538,.04471869
46,3129.837,22275.57,189.4620,101,.03610643,.06215929,.02790140
47,2755.241,19515.51,179.1931,102,.02162887,.03539679,.01695649
48,2424.720,17086.17,169.3449,103,.01259568,.01954556,.01001567
49,2133.105,14948.63,159.8854,104,.007133291,.01041545,.005758452
50,1875.900,13068.50,150.8578,105,.003882963,.005323220,.003180298
51,1649.046,11415.40,142.2135,106,.002058107,.002579076,.001717669
52,1448.925,9962.558,133.8677,107,.001038924,.001150557,.0008870501
53,1272.423,8686.362,125.8234,108,.0005047773,.0004392794,.0004467924
54,1116.777,7565.949,118.0712,109,.0002297145,.0001014640,.0002163212
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7370888,12301.02,55,888.9371,5899.331,98.42679
1,873580.2,6493181,3494.035,56,777.8362,5118.465,91.96182
2,769793.1,5723108,2896.627,57,680.1323,4435.438,85.78364
3,678500.7,5044442,2545.418,58,594.2092,3838.451,79.85672
4,598101.4,4446229,2306.684,59,518.6519,3317.128,74.15676
5,527266.3,3918883,2135.989,60,452.2418,2862.325,68.69031
6,464834.5,3453985,2000.517,61,393.9209,2465.963,63.48179
7,409807.4,3044128,1894.327,62,342.7599,2120.897,58.55972
8,361298.1,2682788,1804.587,63,297.9103,1820.813,53.92139
9,318540.5,2364215,1735.772,64,258.6088,1560.155,49.54802
10,280851.6,2083339,1684.192,65,224.1932,1334.033,45.43271
11,247624.4,1835694,1641.383,66,194.0887,1138.138,41.57821
12,218328.3,1617348,1603.632,67,167.7887,968.6669,37.98735
13,192488.4,1424840,1559.939,68,144.8221,822.2749,34.63721
14,169687.9,1255124,1501.226,69,124.7749,696.0329,31.50649
15,149566.8,1105522,1426.800,70,107.2810,587.3771,28.57246
16,131810.2,973670.8,1338.340,71,92.02407,494.0630,25.81963
17,116145.1,857480.8,1242.718,72,78.73340,414.1213,23.24114
18,102329.3,755105.8,1145.082,73,67.17197,345.8204,20.83203
19,90150.33,664911.9,1052.134,74,57.14169,287.6323,18.59896
20,79417.59,585454.3,966.7177,75,48.46297,238.2061,16.54335
21,69960.42,515457.5,889.1125,76,40.97309,196.3514,14.66201
22,61626.21,453797.7,817.3230,77,34.52175,161.0248,12.94443
23,54283.11,399484.1,752.2416,78,28.97513,131.3160,11.37878
24,47813.94,351642.7,693.8071,79,24.21271,106.4340,9.950550
25,42115.24,309503.1,641.8175,80,20.12931,85.69354,8.646380
26,37094.93,272386.4,595.1599,81,16.63668,68.49984,7.457701
27,32673.02,239694.1,554.0156,82,13.66080,54.33404,6.380041
28,28777.00,210899.5,516.4711,83,11.13862,42.74145,5.411268
29,25344.47,185539.0,482.2503,84,9.016336,33.32207,4.551178
30,22319.96,163204.2,450.6011,85,7.242818,25.72521,3.795640
31,19654.93,143535.4,421.1773,86,5.767166,19.64814,3.134315
32,17306.82,126215.8,393.8949,87,4.545152,14.83272,2.557567
33,15238.25,110965.8,368.8269,88,3.542197,11.05759,2.060480
34,13415.78,97539.15,345.5341,89,2.727284,8.132134,1.637578
35,11810.51,85718.65,324.2088,90,2.072276,5.893490,1.282548
36,10396.31,75313.04,304.3651,91,1.550817,4.204379,.9874299
37,9150.566,66153.84,285.9506,92,1.140676,2.950260,.7453412
38,8053.391,58092.51,268.9944,93,.8239838,2.035324,.5512503
39,7087.000,50998.13,253.2506,94,.5845136,1.379759,.3996259
40,6235.959,44755.37,238.7393,95,.4072469,.9184136,.2841794
41,5486.570,39262.55,225.3891,96,.2782898,.5997065,.1979292
42,4826.653,34430.10,213.0196,97,.1862218,.3838929,.1347802
43,4245.502,30179.19,201.4899,98,.1220290,.2407700,.08976581
44,3733.707,26440.42,190.6897,99,.07836469,.1477830,.05856177
45,3282.852,23152.74,180.3845,100,.04922713,.08861708,.03735244
46,2885.738,20262.41,170.5753,101,.03021031,.05180684,.02326819
47,2535.876,17722.10,161.1151,102,.01806499,.02945410,.01411814
48,2227.735,15490.12,152.0585,103,.01050169,.01623810,.008325783
49,1956.354,13529.70,143.3747,104,.005936913,.008639265,.004779251
50,1717.427,11808.39,135.1019,105,.003226022,.004408568,.002635274
51,1507.075,10297.61,127.1945,106,.001706890,.002132715,.001421106
52,1321.848,8972.195,119.5735,107,.0008601108,.0009500625,.0007328025
53,1158.778,7809.981,112.2408,108,.0004171613,.0003622442,.0003686206
54,1015.239,6791.436,105.1868,109,.0001895073,.00008355702,.0001783107
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7263185,12206.90,55,806.8277,5288.369,87.60961
1,872042.3,6387023,3407.177,56,704.7460,4580.878,81.74664
2,767084.9,5619659,2811.313,57,615.1381,3963.121,76.15362
3,674923.4,4944572,2461.628,58,536.4797,3424.134,70.79750
4,593900.5,4350560,2224.349,59,467.4387,2954.288,65.65556
5,522641.2,3827840,2054.993,60,406.8686,2545.115,60.73295
6,459945.8,3367831,1920.820,61,353.7750,2189.148,56.05086
7,404783.6,2962998,1815.833,62,307.2860,1879.794,51.63406
8,356240.7,2606716,1727.266,63,266.6080,1611.241,47.47921
9,313528.6,2293156,1659.471,64,231.0285,1378.382,43.56859
10,275946.0,2017186,1608.745,65,199.9306,1176.731,39.89521
11,242870.9,1774295,1566.717,66,172.7794,1002.344,36.46068
12,213760.2,1560518,1529.722,67,149.1040,851.7445,33.26671
13,188129.1,1372369,1486.978,68,128.4683,721.8836,30.29209
14,165552.9,1206789,1429.642,69,110.4900,610.0945,27.51719
15,145665.3,1061090,1357.090,70,94.83167,514.0475,24.92121
16,128145.9,932903.5,1271.008,71,81.20201,431.7072,22.48983
17,112717.5,820142.5,1178.121,72,69.35201,361.2909,20.21645
18,99134.51,720963.7,1083.445,73,59.06401,301.2342,18.09615
19,87182.05,633739.5,993.4728,74,50.15596,250.1597,16.13424
20,76667.48,557033.4,910.9374,75,42.46335,206.8524,14.33143
21,67418.89,489579.5,836.0815,76,35.83750,170.2438,12.68435
22,59282.89,430264.2,766.9570,77,30.14162,139.3994,11.18330
23,52127.07,378107.9,704.4020,78,25.25421,113.5058,9.817424
24,45834.01,332247.6,648.3347,79,21.06621,91.85724,8.573627
25,40300.21,291924.1,598.5391,80,17.48263,73.84383,7.439873
26,35433.77,256469.4,553.9290,81,14.42379,58.93711,6.408338
27,31154.93,225296.1,514.6596,82,11.82289,46.67717,5.474792
28,27391.62,197887.7,478.8891,83,9.623067,36.66190,4.637048
29,24081.87,173790.6,446.3426,84,7.775831,28.53848,3.894598
30,21170.69,152605.9,416.2949,85,6.235324,21.99836,3.243548
31,18610.06,133982.8,388.4092,86,4.956198,16.77584,2.674684
32,16357.93,117612.7,362.5984,87,3.899144,12.64484,2.179446
33,14377.42,103224.2,338.9244,88,3.033391,9.411973,1.753363
34,12635.62,90578.34,316.9656,89,2.331421,6.911144,1.391505
35,11104.11,79464.83,296.8970,90,1.768368,5.000806,1.088258
36,9757.293,69698.81,278.2556,91,1.321053,3.561948,.8366282
37,8572.998,61117.72,260.9872,92,.9699667,2.495516,.6305766
38,7531.791,53578.50,245.1143,93,.6994359,1.718876,.4656688
39,6616.322,46955.29,230.4024,94,.4952889,1.163381,.3370691
40,5811.553,41137.40,216.8660,95,.3444740,.7731470,.2393260
41,5104.164,36027.42,204.4347,96,.2349799,.5040400,.1664305
42,4482.336,31539.70,192.9368,97,.1569635,.3221340,.1131533
43,3935.701,27598.99,182.2384,98,.1026753,.2017103,.07524268
44,3455.159,24139.15,172.2346,99,.06582002,.1236087,.04900924
45,3032.591,21102.10,162.7061,100,.04127403,.07400158,.03120981
46,2661.057,18436.80,153.6521,101,.02528496,.04319272,.01941075
47,2334.318,16098.40,144.9357,102,.01509314,.02451721,.01175880
48,2047.058,14047.44,136.6058,103,.008758618,.01349479,.006923327
49,1794.522,12249.19,128.6328,104,.004942787,.007168373,.003967888
50,1572.586,10673.05,121.0507,105,.002681101,.003652300,.002184389
51,1377.545,9292.121,113.8161,106,.001416075,.001764200,.001176144
52,1206.110,8082.753,106.8558,107,.0007123112,.0007847719,.0006055822
53,1055.457,7024.166,100.1707,108,.0003448690,.0002988202,.0003042295
54,923.0887,6098.071,93.75096,109,.0001563907,.00006883392,.0001470292
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7158570,12117.32,55,732.4275,4742.115,78.01565
1,870509.7,6283948,3324.842,56,638.6347,4100.993,72.69770
2,764391.0,5519279,2730.515,57,556.4531,3542.171,67.63352
3,671371.2,4847745,2382.345,58,484.4459,3055.461,62.79237
4,589736.5,4257898,2146.508,59,421.3595,2631.931,58.15297
5,518064.7,3739755,1978.478,60,366.1156,2263.742,53.71928
6,455117.0,3284576,1845.589,61,317.7806,1943.992,49.50962
7,399830.0,2884697,1741.790,62,275.5365,1666.602,45.54547
8,351262.7,2533394,1654.379,63,238.6412,1426.219,41.82297
9,308604.2,2224758,1587.587,64,206.4305,1218.153,38.32545
10,271134.5,1953600,1537.698,65,178.3298,1038.289,35.04588
11,238216.7,1715364,1496.437,66,153.8412,883.0163,31.98494
12,209295.4,1506052,1460.181,67,132.5274,749.1598,29.14340
13,183876.0,1322156,1418.364,68,113.9852,633.9389,26.50166
14,161525.8,1160604,1362.371,69,97.86151,534.9268,24.04162
15,141872.1,1018699,1291.641,70,83.84521,450.0070,21.74424
16,124589.6,894070.5,1207.870,71,71.66840,377.3340,19.59631
17,109396.8,784631.5,1117.636,72,61.10209,315.2942,17.59149
18,96044.85,688543.7,1025.824,73,51.94646,262.4747,15.72495
19,84316.46,604186.5,938.7276,74,44.03436,217.6339,14.00088
20,74017.19,530132.0,858.9708,75,37.21512,179.6791,12.41940
21,64973.92,465124.3,786.7620,76,31.35299,147.6515,10.97708
22,57032.56,408060.6,720.1992,77,26.32351,120.7143,9.664943
23,50060.24,357972.3,660.0682,78,22.01644,98.14037,8.473071
24,43939.34,314007.8,606.2683,79,18.33310,79.30052,7.389629
25,38566.40,275419.0,558.5703,80,15.18771,63.65170,6.403779
26,33849.73,241549.4,515.9147,81,12.50837,50.72452,5.508390
27,29709.86,211822.0,478.4316,82,10.23484,40.11133,4.699480
28,26075.20,185730.8,444.3484,83,8.315862,31.45654,3.974859
29,22884.22,162832.1,413.3915,84,6.707747,24.44895,3.333791
30,20082.47,142736.3,384.8616,85,5.369390,18.81709,2.772631
31,17622.44,125101.5,358.4311,86,4.260402,14.32776,2.283172
32,15462.60,109627.5,334.0102,87,3.345857,10.78295,1.857810
33,13566.61,96050.41,311.6503,88,2.598379,8.013698,1.492489
34,11902.08,84138.65,290.9470,89,1.993567,5.875272,1.182779
35,10441.10,73688.71,272.0590,90,1.509451,4.244639,.9236904
36,9158.574,64521.95,254.5450,91,1.125648,3.018611,.7090797
37,8032.806,56481.57,238.3496,92,.8250404,2.111518,.5336509
38,7044.803,49429.81,223.4891,93,.5938850,1.452080,.3934980
39,6177.651,43245.73,209.7397,94,.4198065,.9812431,.2843949
40,5416.702,37823.12,197.1112,95,.2914627,.6510625,.2016161
41,4749.014,33068.69,185.5340,96,.1984693,.4237686,.1399893
42,4163.124,28900.57,174.8450,97,.1323419,.2703967,.09502719
43,3648.993,25246.93,164.9166,98,.08641729,.1690413,.06308959
44,3197.828,22044.77,155.6492,99,.05530047,.1034222,.04102822
45,2801.799,19238.85,146.8376,100,.03461655,.06181666,.02608585
46,2454.219,16780.72,138.4796,101,.02116924,.03602266,.01619811
47,2149.094,14627.87,130.4473,102,.01261417,.02041451,.009796964
48,1881.315,12742.97,122.7846,103,.007307196,.01121866,.005759021
49,1646.328,11093.22,115.4632,104,.004116452,.005949887,.003295368
50,1440.184,9649.787,108.5130,105,.002228951,.003026777,.001811256
51,1259.346,8387.344,101.8929,106,.001175194,.001459851,.0009737344
52,1100.684,7283.686,95.53514,107,.0005901049,.0006484572,.0005006178
53,961.5067,6319.328,89.43940,108,.0002852001,.0002465844,.0002511714
54,839.4429,5477.152,83.59590,109,.0001291048,.00005672442,.0001212768
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7056915,12031.97,55,665.0009,4253.559,69.50257
1,868982.5,6183827,3246.703,56,578.8253,3672.480,64.67814
2,761711.3,5421839,2653.905,57,503.4554,3166.881,60.09200
3,667843.8,4753833,2307.239,58,437.5374,2727.299,55.71553
4,585608.8,4168114,2072.835,59,379.8919,2345.451,51.52880
5,513536.2,3654500,1906.117,60,329.5057,2014.078,47.53472
6,450347.3,3204091,1774.499,61,285.5021,1726.807,43.74912
7,394945.6,2809098,1671.872,62,247.1147,1478.030,40.19055
8,346362.9,2462695,1585.599,63,213.6497,1262.821,36.85477
9,303765.6,2158898,1519.792,64,184.4881,1076.871,33.72609
10,266415.2,1892460,1470.726,65,159.0946,916.4080,30.79752
11,233659.7,1658782,1430.217,66,137.0067,778.1263,28.06899
12,204931.4,1453834,1394.683,67,117.8182,659.1266,25.54047
13,179726.2,1274088,1353.772,68,101.1562,556.8738,23.19386
14,157603.4,1116459,1299.087,69,86.69484,469.1597,21.01249
15,138184.2,978243.1,1230.132,70,74.14758,394.0618,18.97893
16,121138.0,857067.0,1148.605,71,63.26796,329.9070,17.08099
17,106179.5,750846.6,1060.943,72,53.84552,275.2351,15.31261
18,93056.67,657748.3,971.9040,73,45.69692,228.7702,13.66909
19,81549.85,576159.1,887.5870,74,38.66875,189.3933,12.15368
20,71462.93,504660.1,810.5105,75,32.62310,156.1218,10.76605
21,62621.67,442005.9,740.8507,76,27.43609,128.0954,9.502740
22,54871.39,387104.5,676.7503,77,22.99453,104.5647,8.355468
23,48078.77,338998.8,618.9454,78,19.19841,84.88019,7.315179
24,42126.11,296848.5,567.3174,79,15.95847,68.48060,6.371190
25,36910.03,259917.1,521.6253,80,13.19730,54.88262,5.513738
26,32339.09,227559.0,480.8351,81,10.85003,43.66931,4.736331
27,28334.19,199208.1,445.0543,82,8.862350,34.47935,4.035241
28,24824.20,174368.7,412.5759,83,7.188071,26.99832,3.408306
29,21748.09,152606.9,383.1284,84,5.787875,20.95172,2.854635
30,19051.95,133542.3,356.0372,85,4.624927,16.10071,2.370827
31,16688.82,116841.7,330.9835,86,3.663261,12.24061,1.949577
32,14617.72,102213.2,307.8754,87,2.871852,9.197986,1.584134
33,12802.83,89400.50,286.7546,88,2.226356,6.825224,1.270825
34,11212.30,78179.08,267.2328,89,1.705141,4.996181,1.005676
35,9818.739,68352.03,249.4541,90,1.288801,3.603912,.7842534
36,8597.549,59746.79,232.9976,91,.9594161,2.558940,.6011645
37,7527.512,52212.18,217.8067,92,.7019675,1.787160,.4517651
38,6590.077,45615.60,203.8924,93,.5044075,1.227076,.3326169
39,5768.759,39840.84,191.0411,94,.3559309,.8278787,.2400279
40,5049.303,34786.03,179.2581,95,.2466818,.5484278,.1699019
41,4419.135,30361.86,168.4750,96,.1676814,.3563934,.1177863
42,3867.146,26490.07,158.5367,97,.1116160,.2270409,.07983024
43,3383.621,23102.14,149.3217,98,.07275568,.1417087,.05291646
44,2960.064,20138.06,140.7353,99,.04647640,.08656011,.03435799
45,2588.931,17545.32,132.5856,100,.02904189,.05165478,.02181022
46,2263.780,15277.94,124.8689,101,.01772898,.03005262,.01352161
47,1978.853,13295.63,117.4659,102,.01054568,.01700392,.008165128
48,1729.248,11563.08,110.4161,103,.006098233,.009329503,.004792103
49,1510.600,10049.34,103.6920,104,.003429366,.004940156,.002737744
50,1319.132,8727.231,97.32000,105,.001853654,.002509221,.001502363
51,1151.471,7572.929,91.26136,106,.0009756073,.001208412,.0008064297
52,1004.634,6565.580,85.45294,107,.0004890262,.0005360006,.0004139861
53,876.0625,5686.920,79.89370,108,.0002359337,.0002035486,.0002074369
54,763.5041,4920.930,74.57385,109,.0001066154,.00004676116,.0001000689
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,6958095,11950.53,55,603.8837,3816.469,61.94508
1,867460.6,6086536,3172.459,56,524.7076,3289.718,57.56763
2,759045.6,5327214,2581.184,57,455.5852,2832.194,53.41368
3,664341.1,4662712,2236.014,58,395.2415,2435.105,49.45658
4,581517.3,4081086,2003.030,59,342.5675,2090.773,45.67766
5,509055.1,3571954,1837.613,60,296.6114,1792.482,42.07895
6,445635.8,3126257,1707.249,61,256.5506,1534.342,38.67406
7,390129.2,2736081,1605.779,62,221.6669,1311.183,35.47896
8,341539.8,2394501,1520.628,63,191.3125,1118.475,32.48915
9,299011.1,2095460,1455.791,64,164.9104,952.2574,29.68986
10,261786.0,1833651,1407.532,65,141.9627,809.0736,27.07422
11,229197.5,1604435,1367.760,66,122.0391,685.8988,24.64150
12,200665.9,1403753,1332.933,67,104.7631,580.0850,22.39105
13,175677.0,1228057,1292.906,68,89.78987,489.3218,20.30617
14,153782.9,1074249,1239.497,69,76.81868,411.5999,18.37149
15,134598.3,939619.8,1172.268,70,65.58572,345.1736,16.57106
16,117787.8,821794.9,1092.922,71,55.86437,288.5262,14.89366
17,103062.2,718693.0,1007.754,72,47.46128,240.3365,13.33349
18,90166.45,628486.2,921.3999,73,40.20828,199.4525,11.88603
19,78878.64,549569.5,839.7685,74,33.96467,164.8658,10.55372
20,69001.06,480533.7,765.2777,75,28.60430,135.6930,9.335896
21,60358.49,420143.8,698.0728,76,24.01414,111.1621,8.229114
22,52795.68,367319.3,636.3395,77,20.09130,90.60242,7.225757
23,46179.00,321114.3,580.7668,78,16.74509,73.43333,6.317556
24,40390.69,280700.5,531.2194,79,13.89480,59.15446,5.494871
25,35327.51,245352.6,487.4455,80,11.47057,47.33563,4.748911
26,30898.35,214436.0,448.4361,81,9.413902,37.60654,4.073773
27,27024.45,187395.6,414.2774,82,7.675845,29.64694,3.465979
28,23635.25,163745.9,383.3256,83,6.214818,23.17883,2.923423
29,20670.20,143062.6,355.3114,84,4.995442,17.96009,2.445110
30,18075.98,124974.6,329.5840,85,3.984725,13.78058,2.027883
31,15806.18,109157.4,305.8332,86,3.150650,10.46063,1.665241
32,13820.37,95326.79,283.9651,87,2.465660,7.848354,1.351193
33,12083.27,83234.21,264.0127,88,1.908114,5.814761,1.082418
34,10563.61,72662.00,245.6033,89,1.458844,4.249912,.8553566
35,9234.467,63419.72,228.8668,90,1.100711,3.060834,.6660722
36,8071.784,55340.72,213.4022,91,.8179618,2.169931,.5098316
37,7054.807,48279.26,199.1520,92,.5974228,1.513092,.3825636
38,6165.423,42107.75,186.1221,93,.4285338,1.037257,.2812433
39,5387.577,36714.57,174.1088,94,.3018617,.6987017,.2026460
40,4707.402,32002.03,163.1134,95,.2088421,.4621171,.1432215
41,4112.689,27884.65,153.0687,96,.1417113,.2998244,.09913627
42,3592.675,24287.66,143.8271,97,.09416398,.1906972,.06708498
43,3137.964,21145.71,135.2732,98,.06127230,.1188334,.04439796
44,2740.350,18401.64,127.3167,99,.03907226,.07247048,.02878145
45,2392.567,16005.56,119.7780,100,.02437247,.04317730,.01824130
46,2088.414,13913.81,112.6525,101,.01485242,.02508013,.01129104
47,1822.362,12088.27,105.8286,102,.008819149,.01416774,.006807329
48,1589.707,10495.53,99.34158,103,.005090905,.007761018,.003988841
49,1386.271,9106.377,93.16515,104,.002857877,.004103137,.002275232
50,1208.442,7895.208,87.32236,105,.001542045,.002080855,.001246564
51,1053.002,6839.616,81.77666,106,.0008101814,.001000613,.0006680944
52,917.1129,5920.026,76.46929,107,.0004053948,.0004431949,.0003424611
53,798.3415,5119.317,71.39851,108,.0001952427,.0001680803,.0001713753
54,694.5503,4422.505,66.55459,109,.00008807316,.00003856093,.00008259751
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,6861995,11872.75,55,548.4761,3425.300,55.23284
1,865944.1,5991960,3101.839,56,475.7314,2947.716,51.26028
2,756394.0,5235291,2512.079,57,412.3387,2533.622,47.49713
3,660862.9,4574268,2168.396,58,357.0977,2174.855,43.91858
4,577461.4,3996698,1936.821,59,308.9661,1864.298,40.50715
5,504620.8,3492001,1772.692,60,267.0500,1595.735,37.26407
6,440981.7,3050959,1643.569,61,230.5780,1363.729,34.20102
7,385379.9,2665532,1543.241,62,198.8776,1163.513,31.33173
8,336792.1,2328701,1459.195,63,171.3438,990.9190,28.65149
9,294339.1,2034332,1395.311,64,147.4393,842.3113,26.14643
10,257245.2,1777065,1347.845,65,126.7008,714.5207,23.80981
11,224828.2,1552218,1308.795,66,108.7287,604.7801,21.64039
12,196496.3,1355706,1274.659,67,93.17379,510.6719,19.63703
13,171726.0,1183962,1235.496,68,79.71733,430.0905,17.78430
14,150061.5,1033876,1183.331,69,68.08200,361.2080,16.06806
15,131111.5,902733.9,1117.783,70,58.02496,302.4394,14.47369
